EVENT_ID,SERIES_ID,EVENT_NAME,EVENT_STATUS,ANNUAL_OR_RECURRING,FIRST_YEAR,CATEGORY,SUBCATEGORY,START_DATE,END_DATE,DAY_OF_WEEK,START_TIME,END_TIME,TIME_NOTES,BOROUGH,NEIGHBORHOOD,VENUE,FULL_ADDRESS,STREET_NAME,STREET_FROM,STREET_TO,CROSS_STREETS,ZIP_CODE,LATITUDE,LONGITUDE,GOOGLE_MAPS_URL,APPLE_MAPS_URL,NEAREST_SUBWAY,NEAREST_BUS,PARKING_NOTES,ADMISSION,TICKET_URL,ESTIMATED_ATTENDANCE,EXPECTED_CROWD,PHOTO_VALUE,NEWS_VALUE,BEST_SHOOTING_TIME,PHOTO_SUBJECTS,GOLDEN_HOUR_NOTES,BLUE_HOUR_NOTES,PRESS_CREDENTIAL_NOTES,DRONE_NOTES,LIVE_MUSIC,FOOD_VENDORS,RIDES,PARADE,PROCESSION,FIREWORKS,ORGANIZER,OFFICIAL_WEBSITE,OFFICIAL_SOCIAL_MEDIA,PERMIT_ID,PERMIT_AGENCY,PRIMARY_SOURCE,SECONDARY_SOURCE,ADDITIONAL_SOURCES,SOURCE_CONFIDENCE,LAST_VERIFIED,RESEARCH_NOTES
NYC-2026-SI-000071,SNUG-HARBOR-ART-ARCHITECTURE,Sailors’ Snug Harbor Art & Architecture Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Art and architectural history tour,2026-10-11,2026-10-11,Sunday,11:00,12:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; 10% senior/student/member discount,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-art-architecture-tour/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-art-architecture-tour/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule. Path Through History occurrence.
NYC-2026-SI-000072,SNUG-HARBOR-ART-ARCHITECTURE,Sailors’ Snug Harbor Art & Architecture Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Art and architectural history tour,2026-10-11,2026-10-11,Sunday,13:00,14:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; 10% senior/student/member discount,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-art-architecture-tour/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-art-architecture-tour/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule. Path Through History occurrence.
NYC-2026-SI-000073,SNUG-HARBOR-ART-ARCHITECTURE,Sailors’ Snug Harbor Art & Architecture Tour,Confirmed,Annual / Returning,Unknown,Guided Tour,Art and architectural history tour,2026-12-06,2026-12-06,Sunday,11:00,12:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; 10% senior/student/member discount,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/sailors-snug-harbor-art-architecture-tour/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/sailors-snug-harbor-art-architecture-tour/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule.
NYC-2026-SI-000074,SNUG-HARBOR-TREES-WALK,Trees of Snug Harbor Walk,Confirmed,Annual / Returning,Unknown,Guided Tour,Horticulture and urban-forest walk,2026-08-08,2026-08-08,Saturday,14:30,15:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; 10% senior/student/member discount,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/trees-of-snug-harbor-walk-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/trees-of-snug-harbor-walk-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule. Meet at Chapel Road and Gazebo Road.
NYC-2026-SI-000075,SNUG-HARBOR-TREES-WALK,Trees of Snug Harbor Walk,Confirmed,Annual / Returning,Unknown,Guided Tour,Horticulture and urban-forest walk,2026-09-12,2026-09-12,Saturday,14:30,15:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; 10% senior/student/member discount,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/trees-of-snug-harbor-walk-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/trees-of-snug-harbor-walk-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule. Meet at Chapel Road and Gazebo Road.
NYC-2026-SI-000076,SNUG-HARBOR-TREES-WALK,Trees of Snug Harbor Walk,Confirmed,Annual / Returning,Unknown,Guided Tour,Horticulture and urban-forest walk,2026-10-03,2026-10-03,Saturday,13:00,14:30,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; 10% senior/student/member discount,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/trees-of-snug-harbor-walk-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/trees-of-snug-harbor-walk-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule. Meet at Chapel Road and Gazebo Road.
NYC-2026-SI-000077,SNUG-HARBOR-TREES-WALK,Trees of Snug Harbor Walk,Confirmed,Annual / Returning,Unknown,Guided Tour,Horticulture and urban-forest walk,2026-10-25,2026-10-25,Sunday,13:00,14:00,Unknown,Staten Island,Livingston,Snug Harbor Visitor Info Booth at Chapel Road and Gazebo Road,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking; public transit recommended for high-attendance days.,$10 general admission; 10% senior/student/member discount,Unknown,Unknown,Small,3,2,Tour start and major exterior stops,Greek Revival architecture; historic buildings; gardens; guide-led group,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/trees-of-snug-harbor-walk-3/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/trees-of-snug-harbor-walk-3/,Unknown,Unknown,High,2026-07-16,Official Snug Harbor 2026 schedule. Meet at Chapel Road and Gazebo Road.
NYC-2026-SI-000078,SNUG-HARBOR-PUMPKIN-SMASH-WORKDAY,Compost Processing Workday (Pumpkin Smash),Confirmed,Annual / Returning,Unknown,Community Program,Hands-on composting workshop,2026-11-07,2026-11-07,Saturday,10:00,12:00,Unknown,Staten Island,Livingston,Heritage Farm at Snug Harbor,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking.,Free; registration requested,https://snugharbor.my.salesforce-sites.com/ticket/#/instances/a0FUj00000g4JlDMAU,Unknown,Small to medium,4,3,Opening demonstrations and active compost work,Pumpkin smashing; compost piles; volunteers; sustainability education,Unknown,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/compost-processing-workday-pumpkin-smash/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/compost-processing-workday-pumpkin-smash/,Unknown,Unknown,High,2026-07-16,"Official page confirms November 7, 2026, 10 AM-noon, Heritage Farm, and free admission."
NYC-2026-SI-000079,SNUG-HARBOR-SERPENTINE-SIBYLS,Serpentine Sibyls — A Floating Sculptural Installation by Daniel Rothbart,Confirmed,Annual / Returning,Unknown,Public Art,Outdoor floating sculpture installation,2026-07-11,2026-09-28,Daily,08:00,18:00,"On view during park hours, rain or shine.",Staten Island,Livingston,The Pond and Glasshouse at Snug Harbor,"1000 Richmond Terrace, Staten Island, NY 10301",Unknown,Unknown,Unknown,Unknown,10301,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,https://maps.apple.com/?q=1000+Richmond+Terrace%2C+Staten+Island%2C+NY+10301,Unknown,S40 and S44,Limited on-site parking.,Free,Unknown,Unknown,Small to medium,5,3,"Morning reflections, golden hour and windy conditions that animate the work",Floating sculpture; pond reflections; Glasshouse; climate-themed public art; visitors,High-value reflections and backlighting around the Pond.,Unknown,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Snug Harbor Cultural Center & Botanical Garden,https://snug-harbor.org/event/serpentine-sibyls-a-floating-sculptural-installation-by-daniel-rothbart/,Unknown,Unknown,Unknown,https://snug-harbor.org/event/serpentine-sibyls-a-floating-sculptural-installation-by-daniel-rothbart/,Unknown,Unknown,High,2026-07-16,"Official page states July 11-September 28, 2026, 8 AM-6 PM. Page typography renders the end date as “September 2 8”; the daily calendar sequence continues through September 28."
NYC-2026-MN-000169,GOV-NYC-POETRY-FEST,15th Annual NYC Poetry Festival,Confirmed,Annual / Returning,Unknown,Cultural Festival,Poetry festival,2026-07-18,2026-07-19,Saturday,Unknown,Unknown,Unknown,Manhattan,Governors Island,Governors Island,"Governors Island, New York, NY 10004",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Governors+Island%2C+New+York%2C+NY+10004,https://maps.apple.com/?q=Governors+Island%2C+New+York%2C+NY+10004,"1 to South Ferry; R/W to Whitehall Street; 4/5 to Bowling Green, then ferry",Unknown,Governors Island is car-free for visitors; use ferry service.,Free / ticket details vary,Unknown,Unknown,Small to large depending on program,5,4,"Event start, peak participation and waterfront golden hour","Live readings, literary performances, audiences, festival grounds",Strong skyline and harbor-light potential on outdoor programs.,Evening ferry and skyline views may add visual value.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,Yes,No,No,No,No,Trust for Governors Island and listed presenting organizations,https://www.govisland.com/things-to-do/events-1,Unknown,Unknown,Unknown,https://www.govisland.com/things-to-do/events-1,https://www.govisland.com/plan-your-visit,Unknown,High,2026-07-16,Official Governors Island 2026 events listing. Aggregate calendar confirms event name and date; event-specific time was not published in the indexed listing and remains Unknown.
NYC-2026-MN-000170,GOV-UNEARTHED,Unearthed,Confirmed,One-time / 2026 program,Unknown,Public Art,Environmental art program,2026-07-18,2026-07-18,Saturday,Unknown,Unknown,Unknown,Manhattan,Governors Island,Governors Island,"Governors Island, New York, NY 10004",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Governors+Island%2C+New+York%2C+NY+10004,https://maps.apple.com/?q=Governors+Island%2C+New+York%2C+NY+10004,"1 to South Ferry; R/W to Whitehall Street; 4/5 to Bowling Green, then ferry",Unknown,Governors Island is car-free for visitors; use ferry service.,Unknown,Unknown,Unknown,Small to large depending on program,4,3,"Event start, peak participation and waterfront golden hour","Environmental art, artists, installations, audience interaction",Strong skyline and harbor-light potential on outdoor programs.,Evening ferry and skyline views may add visual value.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Unknown,No,No,No,No,No,Trust for Governors Island and listed presenting organizations,https://www.govisland.com/things-to-do/events-1,Unknown,Unknown,Unknown,https://www.govisland.com/things-to-do/events-1,https://www.govisland.com/plan-your-visit,Unknown,High,2026-07-16,Official Governors Island 2026 events listing. Aggregate calendar confirms event name and date; event-specific time was not published in the indexed listing and remains Unknown.
NYC-2026-MN-000171,GOV-METABOLIC-FAIRY-TALES,Metabolic Fairy Tales,Confirmed,One-time / 2026 program,Unknown,Public Performance,Interdisciplinary performance,2026-07-18,2026-07-18,Saturday,Unknown,Unknown,Unknown,Manhattan,Governors Island,Governors Island,"Governors Island, New York, NY 10004",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Governors+Island%2C+New+York%2C+NY+10004,https://maps.apple.com/?q=Governors+Island%2C+New+York%2C+NY+10004,"1 to South Ferry; R/W to Whitehall Street; 4/5 to Bowling Green, then ferry",Unknown,Governors Island is car-free for visitors; use ferry service.,Unknown,Unknown,Unknown,Small to large depending on program,4,3,"Event start, peak participation and waterfront golden hour","Performance, costumes, audience interaction, landscape",Strong skyline and harbor-light potential on outdoor programs.,Evening ferry and skyline views may add visual value.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,Yes,No,No,No,No,No,Trust for Governors Island and listed presenting organizations,https://www.govisland.com/things-to-do/events-1,Unknown,Unknown,Unknown,https://www.govisland.com/things-to-do/events-1,https://www.govisland.com/plan-your-visit,Unknown,High,2026-07-16,Official Governors Island 2026 events listing. Aggregate calendar confirms event name and date; event-specific time was not published in the indexed listing and remains Unknown.
NYC-2026-MN-000172,GOV-ELU-INDIGO-DYE,ÈLÚ Indigo Dye: Community Dye Bath + Climate Cafe,Confirmed,One-time / 2026 program,Unknown,Community Program,Participatory art and climate program,2026-07-18,2026-07-18,Saturday,Unknown,Unknown,Unknown,Manhattan,Governors Island,Governors Island,"Governors Island, New York, NY 10004",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Governors+Island%2C+New+York%2C+NY+10004,https://maps.apple.com/?q=Governors+Island%2C+New+York%2C+NY+10004,"1 to South Ferry; R/W to Whitehall Street; 4/5 to Bowling Green, then ferry",Unknown,Governors Island is car-free for visitors; use ferry service.,Unknown,Unknown,Unknown,Small to large depending on program,4,3,"Event start, peak participation and waterfront golden hour","Indigo dye process, hands-on participation, textiles, portraits",Strong skyline and harbor-light potential on outdoor programs.,Evening ferry and skyline views may add visual value.,Unknown,Follow FAA rules and NYC launch/landing restrictions; event-specific authorization unknown,No,No,No,No,No,No,Trust for Governors Island and listed presenting organizations,https://www.govisland.com/things-to-do/events-1,Unknown,Unknown,Unknown,https://www.govisland.com/things-to-do/events-1,https://www.govisland.com/plan-your-visit,Unknown,High,2026-07-16,Official Governors Island 2026 events listing. Aggregate calendar confirms event name and date; event-specific time was not published in the indexed listing and remains Unknown.
